Roll No,Name,Gender,Age,Parents’ Education,Occupation,Family Income,Attendance (%),Previous Exam Performance,Hours of Study per Day,Hours of Sleep per Day,Class Participation,Assignment Submission Rate (%),Enrolled in Test Preparation Course,Receiving Tuition,Hours of Self-Study per Day,Health Status,Stress Level,Extra-Curricular Activities,Pass or Fail,Source of Study,Expected Percentage,Actual Percentage
728,Riya,Female,18,UG,Accountant,491374,90.31,83.87,4.5,7.4,Medium,73.97,Yes,Yes,1.8,Poor,1,Music,Pass,Online,52,53
729,Isha,Female,17,UG,Salesperson,172202,78.26,42.97,1.1,8.6,Medium,98.07,No,Yes,3.1,Poor,1,Sports,Pass,Offline,52,53
730,Priya,Female,18,UG,Technician,392522,74.9,81.25,1.2,7.5,Medium,68.43,Yes,No,3,Good,1,Music,Pass,Offline,52,53
731,Kunal,Male,16,PG,Engineer,113355,51.6,93.7,1.7,8.7,Medium,59.61,No,No,1.7,Excellent,1,Sports,Pass,Online,52,53
732,Amit,Male,15,UG,Teacher,451666,91.18,46.56,1.3,7.8,Medium,91.4,No,Yes,2.7,Excellent,4,Music,Pass,Online,52,53
733,Diya,Female,14,PG,Manager,413166,66.31,88.21,5.6,8.2,High,73.66,Yes,Yes,1.1,Good,2,Art,Pass,Offline,52,53
734,Aryan,Male,14,High School,Farmer,441060,59.94,59.85,3,5.1,Medium,79,Yes,No,0.4,Excellent,5,Dance,Pass,Online,34,25
735,Meera,Female,14,UG,Salesperson,473720,92.92,40.25,5.1,6.6,Low,76.26,No,Yes,2.6,Good,2,Music,Pass,Offline,52,53
736,Sakshi,Female,17,PG,Manager,202213,79.17,41.44,5.8,7.2,Low,97.04,Yes,Yes,2.9,Good,5,None,Pass,Online,52,51
737,Sakshi,Female,15,High School,Driver,373960,91.45,88.59,3.7,8.8,Low,51.16,No,No,0.8,Excellent,5,Dance,Pass,Offline,39,37
738,Rahul,Male,18,UG,Clerk,266813,57.61,90.65,1.6,6.1,High,86.22,No,Yes,0.2,Good,5,None,Pass,Online,52,50
739,Nikhil,Male,16,High School,Shopkeeper,106171,82.88,83.52,2.9,7.2,Low,94.35,No,Yes,2.9,Average,3,None,Pass,Online,48,56
740,Bhavna,Female,16,PG,Professor,251921,86.17,41.95,4.9,6,Low,66.99,No,No,0.7,Excellent,3,Dance,Pass,Offline,52,53
741,Aryan,Male,17,PG,Engineer,183049,79.61,72.47,4.5,6.5,Medium,55.64,No,Yes,0.9,Poor,3,Music,Pass,Online,52,53
742,Simran,Female,16,High School,Driver,392531,99.63,44.13,2.4,5.2,High,67.76,Yes,No,0.4,Excellent,4,Sports,Pass,Offline,36,36
743,Siddharth,Male,14,High School,Farmer,98420,76.63,96,5.3,7.4,High,98.74,Yes,No,3.5,Good,1,None,Pass,Online,82,84
744,Neha,Female,17,High School,Farmer,63498,90.89,52.48,5.3,8.2,Medium,54.14,Yes,No,0.4,Excellent,2,Dance,Pass,Offline,74,74
745,Kunal,Male,15,High School,Security Guard,248741,70.86,95.35,1.5,8.3,Medium,56.09,No,No,3,Excellent,4,Music,Pass,Online,29,32
746,Aryan,Male,15,UG,Salesperson,114055,85.02,90.78,4.8,8.4,Low,78.59,Yes,Yes,3.5,Poor,3,Music,Pass,Online,52,53
747,Sakshi,Female,17,UG,Clerk,299324,50.21,61.22,1.5,7.7,High,82.49,Yes,Yes,0.5,Poor,1,Music,Pass,Offline,52,53
748,Vivaan,Male,18,PG,Manager,288282,97.3,54.22,4.6,7.6,High,72.39,Yes,Yes,3.9,Average,1,Music,Pass,Offline,52,53
749,Simran,Female,16,High School,Driver,403525,50.34,96.2,5.9,8.7,High,88.3,Yes,No,3.8,Average,1,Sports,Pass,Online,87,90
750,Krishna,Male,14,PG,Scientist,486805,51.65,40.89,5,6.8,Low,94.25,Yes,No,1.3,Poor,3,Music,Pass,Offline,52,53
751,Manish,Male,17,UG,Teacher,417200,59.7,54.39,3.8,6.2,Low,54,Yes,Yes,0.4,Good,1,Music,Pass,Offline,52,53
752,Diya,Female,18,High School,Driver,253764,93.98,84.55,1.3,7.7,Medium,59.81,Yes,No,2.5,Poor,5,Art,Pass,Offline,20,13
753,Sneha,Female,15,UG,Clerk,303734,94.23,40.66,5.9,6.3,Medium,81.78,Yes,No,3.3,Excellent,1,Sports,Pass,Online,52,53
754,Pooja,Female,16,UG,Salesperson,491855,88.27,60.15,2.1,6.5,Medium,69.65,No,No,1.3,Poor,5,Dance,Pass,Online,52,49
755,Nikita,Female,16,PG,Doctor,65665,88.67,62.24,4.3,7.9,Medium,59.03,No,No,3.4,Average,4,Dance,Pass,Offline,52,53
756,Meera,Female,17,High School,Driver,436499,61.39,67.62,4.9,8.8,Medium,53.08,No,No,2.3,Excellent,5,Music,Pass,Offline,49,46
757,Pranav,Male,16,UG,Salesperson,449555,57.36,64.95,5.9,6.3,Medium,84.09,No,No,0.8,Poor,4,Art,Pass,Offline,52,53
758,Harsh,Male,17,High School,Security Guard,459309,67.91,83.82,4.4,6.5,Medium,89.32,Yes,No,0.2,Excellent,3,Dance,Pass,Offline,60,61
759,Anjali,Female,17,High School,Shopkeeper,325339,82.32,57.86,4.2,8.4,High,81.97,Yes,Yes,1.5,Average,2,Sports,Pass,Offline,66,61
760,Manish,Male,15,High School,Security Guard,350296,88.31,57.01,5.6,6.2,High,67.5,No,No,0.3,Good,5,Music,Pass,Online,54,50
761,Pranav,Male,17,PG,Manager,379023,81.83,87.55,5.3,5.2,High,58.5,Yes,Yes,3.5,Good,2,Music,Pass,Offline,52,53
762,Diya,Female,15,PG,Doctor,206511,96.56,81.64,5,8.4,High,94.07,Yes,Yes,4,Excellent,2,Sports,Pass,Online,52,53
763,Komal,Female,18,High School,Tailor,78619,88.12,88.57,4.2,7.8,Medium,54.75,No,Yes,1.8,Poor,5,Dance,Pass,Offline,43,41
764,Pranav,Male,14,UG,Salesperson,397696,58.21,92.08,3.5,5.1,High,87,No,Yes,1,Good,4,Sports,Pass,Online,52,53
765,Meera,Female,17,PG,Manager,359980,84.97,80.54,5.9,8.6,High,95.5,No,No,1.9,Excellent,2,None,Pass,Offline,52,53
766,Aryan,Male,18,High School,Farmer,90569,67.38,78.78,2.7,7.7,Low,54.33,No,Yes,2.7,Excellent,1,Dance,Pass,Online,61,65
767,Nikhil,Male,18,UG,Technician,371011,82.31,89.75,2.9,7.6,High,85.76,No,No,0.5,Excellent,3,Sports,Pass,Online,52,53
768,Sakshi,Female,15,UG,Teacher,358724,99.57,49.3,5.8,8.4,Low,95.17,No,No,3.1,Average,5,Dance,Pass,Offline,52,51
769,Vikram,Male,18,UG,Teacher,487910,73.3,70.89,5.4,5.4,Low,94.01,Yes,No,0.5,Average,3,Music,Pass,Online,52,53
770,Krishna,Male,18,High School,Tailor,230394,93.09,59.29,1.1,5.7,High,61.28,Yes,Yes,3,Average,5,Sports,Pass,Online,18,15
771,Diya,Female,17,PG,Scientist,312602,67.11,78.77,2.6,5.4,Medium,83.44,Yes,No,2.2,Poor,1,None,Pass,Online,52,53
772,Amit,Male,17,PG,Engineer,395691,58.79,54.95,4.4,5.1,High,73.71,No,Yes,3.3,Good,1,None,Pass,Offline,52,53
773,Kunal,Male,15,UG,Teacher,349004,52.54,95.92,1.4,6,High,90.82,Yes,Yes,3.2,Average,2,Art,Pass,Offline,52,53
774,Tanya,Female,17,High School,Security Guard,166881,54.31,58.48,3.4,5.7,Low,80.37,No,No,0.1,Excellent,2,None,Pass,Online,59,64
775,Aniket,Male,16,High School,Tailor,190729,71.2,92.58,3.3,6.7,High,50.04,No,Yes,0.3,Good,4,None,Pass,Offline,43,47
776,Tanya,Female,14,UG,Technician,433042,73.6,60.55,6,8,High,71.86,Yes,Yes,3.9,Good,4,Dance,Pass,Offline,52,53
777,Bhavna,Female,14,High School,Driver,138751,88.14,43.97,4.3,7.8,Low,55.89,Yes,Yes,1.4,Excellent,4,Music,Pass,Offline,51,51
778,Tanya,Female,18,PG,Manager,358089,52.75,70.41,3.2,6.3,Low,66.9,Yes,Yes,0.7,Average,2,None,Pass,Online,52,53
779,Amit,Male,15,High School,Security Guard,85487,53.06,98.99,1.4,6.9,High,72.64,No,Yes,0.3,Excellent,2,Dance,Pass,Offline,43,43
780,Vivaan,Male,15,UG,Technician,361139,72.22,78.63,4.4,8.8,Medium,88.56,Yes,Yes,1.5,Average,4,Music,Pass,Online,52,53
781,Raj,Male,18,High School,Farmer,408839,70.32,80.34,1.8,8.7,High,52.8,Yes,Yes,1.7,Excellent,2,Sports,Pass,Online,46,46
782,Aniket,Male,16,High School,Security Guard,286288,88.04,74.91,2.1,6.1,Medium,94.1,Yes,Yes,2.8,Poor,5,None,Pass,Online,26,20
783,Yash,Male,16,PG,Professor,244279,68.08,68.62,3.3,6,High,75.99,Yes,Yes,2.9,Excellent,1,Dance,Pass,Offline,52,53
784,Sakshi,Female,14,High School,Security Guard,167313,56.08,54.37,3.3,7.4,Low,83.38,Yes,Yes,1.4,Excellent,4,Music,Pass,Offline,43,46
785,Abhishek,Male,15,PG,Scientist,207623,82.47,78.37,2.6,9,High,89.73,Yes,Yes,2.5,Excellent,2,Dance,Pass,Offline,52,53
786,Aditya,Male,16,High School,Tailor,343152,90.21,53.88,5.4,6.9,Low,94.9,No,No,3.2,Good,5,None,Pass,Online,53,51
787,Trisha,Female,16,UG,Teacher,475622,60.5,65.36,5.7,7.7,Low,88.15,Yes,No,1.1,Poor,1,Sports,Pass,Online,52,53
788,Pooja,Female,16,UG,Accountant,398691,67.38,88.68,2,7.8,High,56.71,No,No,0.4,Average,5,Music,Pass,Online,52,51
789,Bhavna,Female,15,High School,Farmer,213080,56.99,64.41,5.4,5.5,Low,51.07,Yes,Yes,2,Poor,3,Music,Pass,Offline,68,67
790,Neha,Female,14,PG,Professor,116841,91.1,48.8,4.8,8.3,Low,60.46,No,No,1.4,Poor,3,Art,Pass,Offline,52,53
791,Tanya,Female,15,UG,Clerk,278890,83,68.77,3.2,7.3,Medium,93.81,Yes,Yes,0.8,Average,1,Art,Pass,Online,52,53
792,Isha,Female,14,High School,Security Guard,442547,86.9,98.35,5,8.6,High,70.77,Yes,Yes,2.2,Good,2,Art,Pass,Offline,72,73
793,Amit,Male,14,High School,Shopkeeper,71943,98.81,94.92,2.9,7.7,High,99.04,Yes,No,3.4,Good,2,Music,Pass,Offline,55,57
794,Priya,Female,18,UG,Technician,83356,73.54,43.33,3.2,6.1,High,59.1,Yes,Yes,3.2,Poor,4,Dance,Pass,Offline,52,53
795,Siddharth,Male,14,PG,Engineer,466325,76.92,90.92,5.4,6.4,Medium,89.33,Yes,No,2.7,Poor,3,None,Pass,Online,52,53
796,Sneha,Female,16,PG,Engineer,265139,76.82,69.15,1.7,8.3,Medium,51.91,No,Yes,3.8,Good,4,Art,Pass,Offline,52,53
797,Aryan,Male,17,High School,Farmer,232468,60.24,94.2,5,6.1,Medium,97.67,Yes,Yes,3.9,Good,1,Sports,Pass,Offline,80,85
798,Shreya,Female,15,High School,Shopkeeper,363462,82.14,40.85,4.6,8.2,High,79.52,No,No,2.5,Poor,4,Sports,Pass,Online,54,57
799,Raj,Male,15,PG,Professor,119299,75.15,63.21,3.2,8.5,Medium,51.6,No,No,3.1,Poor,4,Art,Pass,Offline,52,53
800,Simran,Female,14,UG,Accountant,320191,85.58,78.1,3,5.9,High,62.65,No,Yes,1.2,Average,5,Art,Pass,Online,52,50
801,Aditya,Male,15,High School,Shopkeeper,485495,76.42,52.84,1.2,8.4,Low,58.6,No,No,0.9,Excellent,1,None,Pass,Online,49,54
802,Raj,Male,15,High School,Security Guard,192113,63.07,40.77,1.4,5.2,Medium,87.75,No,No,3.4,Poor,1,Music,Pass,Offline,51,55
803,Rajat,Male,17,PG,Engineer,298603,81.17,60.01,1.3,6,High,94.98,Yes,Yes,4,Excellent,1,None,Pass,Online,52,53
804,Nikhil,Male,18,UG,Accountant,278651,89.58,70.13,5.5,8.7,Medium,75.91,Yes,Yes,1.9,Excellent,5,Music,Pass,Offline,52,48
805,Aanya,Female,17,UG,Teacher,150952,64.85,75.24,4.8,7.7,Low,73.25,No,No,0.9,Excellent,3,Sports,Pass,Offline,52,53
806,Kunal,Male,18,UG,Clerk,225231,75.55,50.39,3.6,5.8,High,71.76,No,Yes,1.8,Good,3,Sports,Pass,Online,52,53
807,Nikita,Female,18,PG,Professor,397476,53.45,60.55,2,6.9,Low,57.62,No,Yes,0.4,Average,2,Art,Pass,Offline,52,53
808,Riya,Female,14,High School,Driver,88581,92.29,62.29,2.4,8.7,High,84.02,No,No,0.8,Good,5,Music,Pass,Online,29,26
809,Trisha,Female,18,PG,Doctor,197147,57.36,72.92,4,6.8,Medium,90.62,Yes,No,0.6,Good,4,Music,Pass,Offline,52,53
810,Riya,Female,16,UG,Teacher,192652,81.78,96.25,1.3,7.7,High,51.48,Yes,Yes,0.2,Average,5,Sports,Pass,Offline,52,48
811,Nikhil,Male,16,UG,Clerk,287349,55.79,61.06,4.1,6.2,High,78.77,Yes,Yes,3.7,Poor,4,Sports,Pass,Offline,52,53
812,Bhavna,Female,16,PG,Professor,485103,74.33,99.56,5.9,8.3,High,71.55,Yes,Yes,0.1,Excellent,1,Dance,Pass,Offline,52,53
813,Abhishek,Male,16,PG,Scientist,178653,65.98,61.72,2.4,5.7,Medium,77.27,No,Yes,1.6,Excellent,5,Sports,Pass,Online,52,49
814,Krishna,Male,14,UG,Accountant,139409,66.69,42.02,3.3,8.2,High,98.55,Yes,No,1.2,Excellent,4,Sports,Pass,Offline,52,53
815,Manish,Male,18,UG,Accountant,330184,90.88,40.31,5.5,8.6,Low,51.31,No,Yes,3.5,Good,5,None,Pass,Online,52,49
816,Riya,Female,16,High School,Tailor,404934,63.75,58.71,6,7.4,High,56.48,No,No,1.4,Good,4,None,Pass,Online,65,65
817,Nikita,Female,15,UG,Teacher,235110,52.09,75.89,4.5,8.5,High,71.48,No,No,3.8,Average,5,None,Pass,Offline,52,48
818,Diya,Female,18,UG,Salesperson,82368,78.04,45.45,3.6,6,Low,90.16,Yes,No,3.8,Good,2,None,Pass,Offline,52,53
819,Aniket,Male,14,High School,Security Guard,452456,77.85,69.56,2.4,5.4,Low,90.6,No,Yes,0.8,Good,4,Sports,Pass,Offline,36,37
820,Sakshi,Female,17,UG,Accountant,296854,55.9,73.12,1.2,8,Medium,85.22,Yes,Yes,0.5,Average,1,Sports,Pass,Offline,52,53
821,Shreya,Female,14,High School,Security Guard,107007,54.9,57.44,5.4,6.9,Low,87.78,Yes,Yes,2.6,Poor,1,Music,Pass,Offline,83,85
822,Tanya,Female,17,UG,Clerk,69014,50.07,71.32,5.2,6,Low,82.64,Yes,Yes,2.9,Excellent,3,None,Pass,Offline,52,53
823,Krishna,Male,15,UG,Salesperson,336322,89.2,71.13,1.7,5.4,Medium,50.24,Yes,Yes,2.4,Average,4,Dance,Pass,Offline,52,53
824,Riya,Female,17,High School,Shopkeeper,358932,90.8,75.41,1.1,8.4,Low,53.17,No,No,1.1,Average,4,Art,Pass,Offline,26,24
825,Aditya,Male,14,PG,Manager,70378,74.22,54.18,1.3,6,Low,79.23,Yes,No,3.4,Good,2,Music,Pass,Online,52,53
826,Trisha,Female,18,PG,Doctor,292116,86.28,97.72,5.8,9,High,76,Yes,No,1.4,Poor,5,None,Pass,Online,52,49
827,Swati,Female,14,PG,Engineer,416894,62.11,72.34,5.8,6.8,Medium,99.65,No,Yes,2,Excellent,5,Art,Pass,Online,52,47
828,Aarav,Male,14,PG,Manager,126365,69.28,76.44,4.8,5.6,High,77.45,No,No,0.9,Poor,4,Music,Pass,Online,52,53
829,Vikram,Male,14,PG,Manager,159159,71.96,91.83,3.4,8.6,High,72.91,No,Yes,1.8,Good,3,Sports,Pass,Online,52,53
830,Aniket,Male,18,High School,Shopkeeper,113208,57.24,85.93,4.4,6.8,Low,97.11,No,No,2.7,Average,2,Dance,Pass,Offline,67,66
831,Sakshi,Female,16,PG,Doctor,116853,68.73,64.45,4.3,6.4,Low,81.38,Yes,No,3.6,Excellent,3,Sports,Pass,Offline,52,53
832,Rahul,Male,14,High School,Security Guard,130063,78.06,41.39,2.1,7.6,Low,93.28,Yes,No,2.8,Poor,4,Music,Pass,Online,34,34
833,Vikram,Male,17,PG,Engineer,485933,93.66,43.61,3.5,8.1,Low,60.85,Yes,No,1.7,Good,5,None,Pass,Offline,52,49
834,Siddharth,Male,14,High School,Shopkeeper,86325,68.7,64.05,5.1,8.1,Medium,75.92,No,Yes,1.3,Excellent,3,Dance,Pass,Online,65,61
835,Tanya,Female,16,High School,Security Guard,162619,99.22,91.25,1.7,8.1,Low,53.46,No,No,0.2,Poor,4,Art,Pass,Online,31,31
836,Kunal,Male,16,High School,Farmer,239324,76.11,48.08,5,6.4,High,62.02,No,No,2.7,Poor,2,Art,Pass,Offline,72,72
837,Diya,Female,14,UG,Accountant,238710,55.69,67.63,5.6,5.8,Medium,85.22,Yes,Yes,0.7,Excellent,3,Art,Pass,Offline,52,53
838,Rahul,Male,15,High School,Tailor,374362,93.97,66.92,1.2,7.3,High,76.18,No,No,1.7,Good,3,None,Pass,Offline,34,29
839,Neha,Female,17,High School,Security Guard,398550,62.16,47.16,4.8,8.7,Medium,94.84,No,No,1.1,Average,5,None,Pass,Online,48,44
840,Manish,Male,14,High School,Farmer,279466,62.56,41.46,4.7,6.3,High,88.43,Yes,No,0.7,Poor,3,Sports,Pass,Offline,62,61
841,Shreya,Female,15,High School,Security Guard,479736,69.61,95.26,2.6,8.8,Low,90.81,No,Yes,0.8,Good,5,Sports,Pass,Online,30,29
842,Shreya,Female,15,PG,Manager,89201,69.86,66.39,2.1,8.5,Low,93.58,No,No,2.4,Poor,5,Art,Pass,Offline,52,51
843,Riya,Female,16,UG,Technician,406479,60.44,53.69,3.4,5.4,Medium,51.12,Yes,No,1.4,Excellent,4,Dance,Pass,Offline,52,53
844,Pranav,Male,17,UG,Technician,96411,69.68,63.52,3.6,7.5,Medium,55.59,Yes,Yes,2,Poor,3,Dance,Pass,Online,52,53
845,Bhavna,Female,14,PG,Doctor,422389,59.74,69.66,1.3,5.8,Low,88.05,Yes,No,0.7,Poor,1,Dance,Pass,Online,52,53
846,Komal,Female,14,PG,Scientist,233176,53.7,47.32,2,7.4,Medium,94.88,No,No,0.7,Poor,3,None,Pass,Online,52,53
847,Manish,Male,14,High School,Farmer,458183,69.65,69.16,2,6,Medium,86.42,Yes,No,3.3,Good,3,Music,Pass,Offline,41,42
848,Simran,Female,16,UG,Clerk,130982,76.25,72.56,1.2,6.4,High,59.88,No,No,1.8,Average,3,Music,Pass,Online,52,53
849,Isha,Female,17,High School,Security Guard,226795,90.74,88.05,1.2,8.7,Medium,82.96,Yes,Yes,1.3,Average,1,Sports,Pass,Online,49,52
850,Harsh,Male,16,PG,Doctor,487701,93.19,51.61,1.8,8,Medium,50.74,Yes,No,1.5,Poor,5,Art,Pass,Online,52,47
851,Komal,Female,14,High School,Security Guard,391925,65.11,88.4,2.4,7.6,Low,70.58,No,Yes,1.7,Good,2,Sports,Pass,Online,51,48
852,Neha,Female,14,High School,Driver,172822,91.15,59.89,2.7,5.7,Medium,55.73,No,Yes,0.6,Poor,3,Music,Pass,Online,46,43
853,Amit,Male,16,PG,Manager,68427,90.05,60.49,1.6,7.4,Low,61.41,No,Yes,1,Average,3,None,Pass,Online,52,53
854,Pooja,Female,18,UG,Technician,137614,73.9,52.78,1.8,6.8,Medium,60.68,No,Yes,0.1,Good,5,Music,Pass,Offline,52,49
855,Kavya,Female,15,High School,Driver,498699,79.89,90.05,5.3,5.7,Low,95.94,Yes,No,3.7,Excellent,5,Music,Pass,Offline,52,49
856,Rajat,Male,18,PG,Doctor,499562,80.83,90.9,1.5,6.5,Low,70.75,Yes,Yes,0.6,Good,3,Art,Pass,Offline,52,53
857,Diya,Female,18,PG,Doctor,61080,89.66,62.48,4.2,7.9,High,52.61,Yes,Yes,4,Excellent,5,Music,Pass,Offline,52,50
858,Komal,Female,16,UG,Salesperson,78900,95.69,95.06,5.7,6.4,Low,64.69,No,No,3.9,Average,1,Art,Pass,Offline,52,53
859,Yash,Male,18,High School,Security Guard,213652,82.21,54.12,5.7,8.3,Low,88.07,Yes,No,0.2,Average,1,Music,Pass,Online,85,90
860,Aarav,Male,14,PG,Manager,313404,50.19,77.62,3.7,7.3,Low,92.18,No,Yes,3.6,Good,2,None,Pass,Online,52,53
861,Pranav,Male,14,PG,Doctor,178068,97.28,51.37,3.1,6.5,Medium,66.09,Yes,Yes,0.4,Good,4,Dance,Pass,Online,52,53
862,Manish,Male,18,UG,Salesperson,108826,77.33,55.15,2.2,6.4,Low,85.95,Yes,Yes,2,Excellent,3,Art,Pass,Offline,52,53
863,Swati,Female,16,PG,Professor,214443,79.53,64.81,1.4,7,High,65.81,No,No,2,Excellent,1,Art,Pass,Offline,52,53
864,Vikram,Male,14,PG,Professor,253919,53.43,57.72,3.2,5.7,High,55.37,No,Yes,2.6,Excellent,2,Art,Pass,Online,52,53
865,Abhishek,Male,14,PG,Engineer,489374,72,91.85,1.2,7.5,High,95.36,Yes,Yes,3.7,Average,1,Sports,Pass,Offline,52,53
866,Trisha,Female,18,High School,Security Guard,95259,75.98,45.47,4.8,7.1,High,52.99,Yes,Yes,0.7,Good,4,Dance,Pass,Offline,55,53
867,Tanya,Female,14,UG,Clerk,175838,98.49,99.33,4.6,5.3,High,64.32,No,Yes,1.2,Poor,2,Dance,Pass,Online,52,53
868,Amit,Male,14,UG,Accountant,108325,84.63,46.65,4.9,6.4,Low,57.51,Yes,No,2.6,Poor,1,None,Pass,Online,52,53
869,Rajat,Male,16,PG,Scientist,374644,80.27,53.13,1.1,6.7,High,62.52,Yes,Yes,0.8,Excellent,1,Music,Pass,Online,52,53
870,Vivaan,Male,18,High School,Shopkeeper,130899,54.42,84.8,2.6,7.1,High,70.78,Yes,No,2.1,Good,3,Art,Pass,Online,45,55
871,Amit,Male,18,PG,Manager,184888,64.53,99.66,3.9,8.6,Medium,84.29,Yes,Yes,0.9,Excellent,3,Dance,Pass,Online,52,53
872,Simran,Female,18,High School,Shopkeeper,350349,95.8,55.73,3.2,5.1,Medium,59.01,Yes,No,2.8,Average,3,Music,Pass,Online,50,50
873,Swati,Female,15,PG,Engineer,157949,63.6,93.33,3.8,6,High,94.89,Yes,Yes,1.7,Excellent,2,Music,Pass,Online,52,53
874,Vivaan,Male,15,High School,Driver,52043,51.27,69.28,5.1,5.9,Low,68.31,Yes,Yes,3.1,Poor,2,Art,Pass,Offline,73,69
875,Komal,Female,18,PG,Professor,352535,80.13,63.25,3.4,5.2,High,63.55,Yes,No,0.5,Average,3,Art,Pass,Online,52,53
876,Abhishek,Male,14,High School,Security Guard,358265,91.05,81.25,5.9,6.9,High,83.58,No,No,2.4,Average,4,Sports,Pass,Offline,64,64
877,Vikram,Male,15,High School,Driver,313792,74.72,53.68,1.4,7.1,Low,80.97,No,Yes,3.1,Excellent,4,None,Pass,Online,28,28
878,Yash,Male,14,PG,Professor,386206,87.79,90.13,3.8,6.2,Low,52.71,No,No,3.7,Poor,4,None,Pass,Offline,52,53
879,Aarav,Male,16,High School,Farmer,237860,86.14,55.36,3.9,7.3,High,94.87,No,Yes,1.7,Average,2,Art,Pass,Online,63,63
880,Amit,Male,17,UG,Salesperson,196904,68.55,59.12,4.7,8.8,Low,95.28,No,No,3,Good,4,Sports,Pass,Offline,52,53
881,Aditya,Male,18,PG,Scientist,268695,62.61,61.06,2.9,6.6,High,50.83,No,Yes,1.7,Poor,1,Art,Pass,Offline,52,53
882,Rohan,Male,17,PG,Engineer,176553,75.89,57.2,1.4,5.9,Low,66.42,No,No,0.5,Poor,1,None,Pass,Online,52,53
883,Rohan,Male,16,PG,Doctor,328994,53.16,78.95,3.8,8.1,Low,91.64,Yes,Yes,1.9,Average,5,Sports,Pass,Offline,52,47
884,Nikhil,Male,14,UG,Teacher,417085,81.46,72.84,5.1,8.2,Medium,56.45,Yes,Yes,2.8,Poor,1,Music,Pass,Online,52,53
885,Vivaan,Male,16,UG,Salesperson,117998,71.71,96.74,3.8,7,Medium,54.19,Yes,Yes,0.5,Good,2,None,Pass,Online,52,53
886,Rohan,Male,18,UG,Teacher,204457,79.17,66.88,1.6,6.6,Medium,89.09,Yes,No,3.7,Poor,5,Dance,Pass,Online,52,47
887,Priya,Female,16,High School,Tailor,66141,54.04,99.96,4.1,6.6,Low,64.61,No,Yes,1.6,Average,1,Dance,Pass,Online,72,77
888,Meera,Female,18,UG,Salesperson,343552,87.56,55.25,1.7,6.4,Low,80.64,No,Yes,1.8,Poor,4,Sports,Pass,Online,52,53
889,Sakshi,Female,18,High School,Tailor,227182,50.3,66.64,1.5,5.4,Medium,97.92,Yes,No,3.9,Excellent,1,Dance,Pass,Online,52,54
890,Meera,Female,16,PG,Professor,192792,68,56.84,5.6,8.7,Medium,55.27,Yes,No,3.8,Average,3,Music,Pass,Offline,52,53
891,Komal,Female,18,High School,Driver,52312,84.41,93.21,3.2,6.6,Low,92.24,No,Yes,2.8,Poor,4,Sports,Pass,Online,43,47
892,Siddharth,Male,14,High School,Shopkeeper,53658,97.81,54.38,4.5,8.5,High,64.76,No,Yes,0.8,Excellent,3,None,Pass,Online,61,63
893,Aditya,Male,16,High School,Driver,402205,84.89,65.05,1.6,8.2,Low,69.5,No,No,3.3,Poor,4,Music,Pass,Offline,30,35
894,Aanya,Female,15,UG,Accountant,338071,92.74,55.16,3.8,6.2,Low,53.13,No,No,1.6,Good,5,Dance,Pass,Online,52,48
895,Kunal,Male,16,UG,Technician,282478,85.87,64.51,2.1,5.8,High,52.29,No,Yes,2.9,Average,3,None,Pass,Offline,52,53
896,Bhavna,Female,15,High School,Shopkeeper,314554,79.15,80.72,4.1,5.6,Medium,66.09,Yes,Yes,2.3,Poor,1,Sports,Pass,Offline,72,76
897,Kunal,Male,14,PG,Engineer,446285,63.71,96.72,4.3,5.9,Low,93.56,Yes,No,0.4,Good,5,None,Pass,Online,52,49
898,Meera,Female,16,PG,Engineer,147068,61.17,45.89,4.8,5.5,Low,50.88,No,No,3.2,Good,1,Dance,Pass,Offline,52,53
899,Vikram,Male,17,PG,Doctor,342360,85.54,86.04,1.3,7.5,Low,91.38,Yes,No,1.5,Good,5,None,Pass,Offline,52,48
900,Shreya,Female,15,PG,Doctor,179880,89.29,74.9,4.6,7.5,Low,56.67,No,No,1.9,Poor,1,Art,Pass,Online,52,53
901,Priya,Female,15,High School,Tailor,92814,67.04,77.53,5.6,5.3,Medium,51.2,No,Yes,0.7,Poor,2,None,Pass,Offline,77,79
902,Bhavna,Female,15,High School,Farmer,275895,85.21,54.52,5.6,7.5,Medium,57.21,No,No,2.7,Average,1,Art,Pass,Online,84,85
903,Bhavna,Female,16,High School,Tailor,439690,57.25,66.74,5.8,6.1,Medium,69.91,No,No,0.9,Average,4,None,Pass,Offline,63,64
904,Vivaan,Male,17,High School,Farmer,172744,78.27,57.08,5.8,8.7,High,69.19,Yes,No,2.1,Poor,1,Sports,Pass,Offline,86,92
905,Tanya,Female,17,PG,Engineer,273590,98.5,79.77,5.1,5.1,Low,90.94,No,Yes,2.7,Poor,4,Music,Pass,Offline,52,53
906,Diya,Female,16,PG,Professor,251473,85.2,43.24,5.6,7.2,Medium,97.55,No,No,2.3,Poor,3,Dance,Pass,Offline,52,53
907,Aarav,Male,18,PG,Manager,364915,81.75,89.96,6,8.4,High,75.83,Yes,No,1.6,Good,1,Music,Pass,Online,52,53
908,Diya,Female,18,UG,Technician,437644,98.6,84.09,5,8.2,High,66.39,No,No,1,Poor,1,Music,Pass,Online,52,53
909,Kavya,Female,18,PG,Doctor,255959,90.62,96,4,7.5,Low,65.7,No,Yes,3.7,Excellent,1,None,Pass,Offline,52,53
